id	index	Product	date type	date	revocation reason_IT
PESTON:0800041	41	A-150	pesticide issue date	1981-09-12^^xsd:date	
PESTON:0800042	42	A-150	pesticide revocation date	1999-07-27^^xsd:date	
PESTON:0800043	43	AASERVO	pesticide issue date	1972-10-11^^xsd:date	
PESTON:0800044	44	AASERVO	pesticide revocation date	1996-07-23^^xsd:date	REVOCA PER ADEGUAMENTO DECISIONE COMMISSIONE EUROPEA
PESTON:0800045	45	AB 10	pesticide issue date	1973-11-16^^xsd:date	
PESTON:0800046	46	AB 10	pesticide revocation date	2002-01-09^^xsd:date	
PESTON:0800047	47	ABACIFO 15	pesticide authorization expiry date	2022-04-30^^xsd:date	
PESTON:0800048	48	ABACIFO 15	pesticide issue date	2011-04-28^^xsd:date	
PESTON:0800049	49	ABALAR	pesticide authorization expiry date	2022-12-31^^xsd:date	
PESTON:0800050	50	ABALAR	pesticide issue date	2011-07-15^^xsd:date	
PESTON:0800051	51	ABANTO	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0800052	52	ABANTO	pesticide issue date	2013-04-11^^xsd:date	
PESTON:0800053	53	ABAROC	pesticide authorization expiry date	2012-12-31^^xsd:date	
PESTON:0800054	54	ABAROC	pesticide issue date	2009-07-02^^xsd:date	
PESTON:0800055	55	ABATER	pesticide issue date	1975-07-07^^xsd:date	
PESTON:0800056	56	ABATER	pesticide revocation date	2002-09-20^^xsd:date	
PESTON:0800057	57	ABATHION 50 AGRICOLO	pesticide issue date	1974-11-12^^xsd:date	
PESTON:0800058	58	ABATHION 50 AGRICOLO	pesticide revocation date	2003-07-26^^xsd:date	
PESTON:0800059	59	ABBA-M 18	pesticide authorization expiry date	2013-06-30^^xsd:date	
PESTON:0800060	60	ABBA-M 18	pesticide issue date	2013-01-30^^xsd:date	
PESTON:0800061	61	ABC 1.9EC	pesticide authorization expiry date	2014-02-26^^xsd:date	
PESTON:0800062	62	ABC 1.9EC	pesticide issue date	2009-02-26^^xsd:date	
PESTON:0800063	63	ABC 1.9EC	pesticide revocation date	2010-09-22^^xsd:date	
PESTON:0800064	64	ABEX 1.80	pesticide authorization expiry date	2013-11-18^^xsd:date	
PESTON:0800065	65	ABEX 1.80	pesticide issue date	2008-11-18^^xsd:date	
PESTON:0800066	66	ABEX 1.80	pesticide revocation date	2009-05-01^^xsd:date	
PESTON:0800067	67	ABICID	pesticide issue date	1987-03-17^^xsd:date	
PESTON:0800068	68	ABICID	pesticide revocation date	1998-05-19^^xsd:date	
PESTON:0800069	69	ABICID 3 PS	pesticide issue date	1987-03-17^^xsd:date	
PESTON:0800070	70	ABICID 3 PS	pesticide revocation date	1991-07-25^^xsd:date	
PESTON:0800071	71	ABICID 5 G	pesticide issue date	1987-05-26^^xsd:date	
PESTON:0800072	72	ABICID 5 G	pesticide revocation date	1998-05-19^^xsd:date	
PESTON:0800073	73	ABILEN	pesticide authorization expiry date	2014-03-31^^xsd:date	
PESTON:0800074	74	ABILEN	pesticide issue date	2009-03-31^^xsd:date	
PESTON:0800075	75	ABILEN	pesticide revocation date	2010-09-22^^xsd:date	
PESTON:0800076	76	ABINE	pesticide authorization expiry date	2022-04-30^^xsd:date	
PESTON:0800077	77	ABINE	pesticide issue date	2017-02-06^^xsd:date	
PESTON:0800078	78	ABION E	pesticide authorization expiry date	2017-12-31^^xsd:date	
PESTON:0800079	79	ABION E	pesticide issue date	2007-05-17^^xsd:date	
PESTON:0800080	80	ABLE 23	pesticide issue date	1984-03-01^^xsd:date	
PESTON:0800081	81	ABLE 23	pesticide revocation date	1991-10-25^^xsd:date	
PESTON:0800082	82	ABOL	pesticide issue date	1980-02-07^^xsd:date	
PESTON:0800083	83	ABOL	pesticide revocation date	1990-04-07^^xsd:date	
PESTON:0800084	84	ABOL 80	pesticide issue date	1980-02-07^^xsd:date	
PESTON:0800085	85	ABOL 80	pesticide revocation date	1994-03-16^^xsd:date	
PESTON:0800086	86	ABOL-DUST	pesticide issue date	1980-10-16^^xsd:date	
PESTON:0800087	87	ABOL-DUST	pesticide revocation date	1990-04-07^^xsd:date	
PESTON:0800088	88	ABOTRIL 500	pesticide authorization expiry date	2018-10-31^^xsd:date	
PESTON:0800089	89	ABOTRIL 500	pesticide issue date	2012-02-13^^xsd:date	
PESTON:0800090	90	ABOTRIL 500	pesticide revocation date	2018-03-05^^xsd:date	
PESTON:0800091	91	ABOTRIL OP 80	pesticide issue date	1977-10-17^^xsd:date	
PESTON:0800092	92	ABOTRIL OP 80	pesticide revocation date	1987-05-26^^xsd:date	
PESTON:0800093	93	ABOTRIL PB	pesticide authorization expiry date	2008-12-31^^xsd:date	
PESTON:0800094	94	ABOTRIL PB	pesticide issue date	2002-07-17^^xsd:date	
PESTON:0800095	95	ABOTRIL PB	pesticide revocation date	2007-11-01^^xsd:date	
PESTON:0800096	96	ABOTRIL WG	pesticide authorization expiry date	2008-12-31^^xsd:date	
PESTON:0800097	97	ABOTRIL WG	pesticide issue date	2002-10-22^^xsd:date	
PESTON:0800098	98	ABOTRIL WG	pesticide revocation date	2007-11-01^^xsd:date	
PESTON:0800099	99	ACANOS 450	pesticide authorization expiry date	2015-12-31^^xsd:date	
PESTON:0800100	100	ACANOS 450	pesticide issue date	1971-12-01^^xsd:date	
PESTON:0800101	101	ACANOS 450	pesticide revocation date	2016-01-15^^xsd:date	
PESTON:0800102	102	ACANTO	pesticide authorization expiry date	2017-10-31^^xsd:date	
PESTON:0800103	103	ACANTO	pesticide issue date	2011-12-21^^xsd:date	
PESTON:0800104	104	ACANTO	pesticide revocation date	2017-11-01^^xsd:date	
PESTON:0800105	105	ACANTO PLUS	pesticide authorization expiry date	2017-10-31^^xsd:date	
PESTON:0800106	106	ACANTO PLUS	pesticide issue date	2016-02-26^^xsd:date	
PESTON:0800107	107	ACANTO PLUS	pesticide revocation date	2017-11-01^^xsd:date	
PESTON:0800108	108	ACAR COMBI	pesticide authorization expiry date	2010-12-31^^xsd:date	
PESTON:0800109	109	ACAR COMBI	pesticide issue date	2006-02-01^^xsd:date	
PESTON:0800110	110	ACAR COMBI	pesticide revocation date	2009-01-01^^xsd:date	
PESTON:0800111	111	ACAR DT 24	pesticide issue date	1982-02-11^^xsd:date	
PESTON:0800112	112	ACAR DT 24	pesticide revocation date	1992-11-09^^xsd:date	
PESTON:0800113	113	ACARCID	pesticide issue date	1972-02-17^^xsd:date	
PESTON:0800114	114	ACARCID	pesticide revocation decision date	2002-01-08^^xsd:date	
PESTON:0800115	115	ACARCID	pesticide revocation date	2003-07-26^^xsd:date	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)
PESTON:0800116	116	ACAR-CID	pesticide authorization expiry date	2009-02-02^^xsd:date	
PESTON:0800117	117	ACAR-CID	pesticide issue date	2006-06-27^^xsd:date	
PESTON:0800118	118	ACAR-CID	pesticide revocation date	2009-03-30^^xsd:date	
PESTON:0800119	119	ACARED 40 S	pesticide issue date	1973-03-26^^xsd:date	
PESTON:0800120	120	ACARED 40 S	pesticide revocation date	2009-03-30^^xsd:date	
PESTON:0800121	121	ACARED F.O.	pesticide authorization expiry date	2002-07-02^^xsd:date	
PESTON:0800122	122	ACARED F.O.	pesticide issue date	1985-05-06^^xsd:date	
PESTON:0800123	123	ACARED F.O.	pesticide revocation date	2000-05-03^^xsd:date	
PESTON:0800124	124	ACARED KT	pesticide authorization expiry date	2006-10-11^^xsd:date	
PESTON:0800125	125	ACARED KT	pesticide issue date	2002-01-08^^xsd:date	
PESTON:0800126	126	ACARED KT	pesticide revocation decision date	2002-01-08^^xsd:date	
PESTON:0800127	127	ACARED KT	pesticide revocation date	2003-07-26^^xsd:date	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)
PESTON:0800128	128	ACARED O.M.	pesticide authorization expiry date	2002-07-02^^xsd:date	
PESTON:0800129	129	ACARED O.M.	pesticide issue date	1985-10-03^^xsd:date	
PESTON:0800130	130	ACARED O.M.	pesticide revocation date	2000-05-03^^xsd:date	
PESTON:0800131	131	ACARELTE GOLD	pesticide authorization expiry date	2022-04-30^^xsd:date	
PESTON:0800132	132	ACARELTE GOLD	pesticide issue date	2019-02-20^^xsd:date	
PESTON:0800133	133	ACARFID 20	pesticide issue date	1976-04-07^^xsd:date	
PESTON:0800134	134	ACARFID 20	pesticide revocation date	1991-10-25^^xsd:date	
PESTON:0800135	135	ACARFIT	pesticide issue date	1973-10-20^^xsd:date	
PESTON:0800136	136	ACARFIT	pesticide revocation date	1982-09-28^^xsd:date	
PESTON:0800137	137	ACARFLOR CL	pesticide authorization expiry date	2004-12-03^^xsd:date	
PESTON:0800138	138	ACARFLOR CL	pesticide issue date	1994-12-03^^xsd:date	
PESTON:0800139	139	ACARFLOR CL	pesticide revocation decision date	2003-12-31^^xsd:date	
PESTON:0800140	140	ACARFLOR CL	pesticide revocation date	2004-07-30^^xsd:date	REVOCA LISTA C RICLASSIFICAZIONE
PESTON:0800141	141	ACARFON	pesticide issue date	1982-05-13^^xsd:date	
PESTON:0800142	142	ACARFON	pesticide revocation date	1991-10-25^^xsd:date	
PESTON:0800143	143	ACARGIL	pesticide authorization expiry date	2002-07-02^^xsd:date	
PESTON:0800144	144	ACARGIL	pesticide issue date	1982-10-14^^xsd:date	
PESTON:0800145	145	ACARGIL	pesticide revocation date	2000-05-03^^xsd:date	
PESTON:0800146	146	ACARGITE	pesticide authorization expiry date	2002-07-02^^xsd:date	
PESTON:0800147	147	ACARGITE	pesticide issue date	1983-02-10^^xsd:date	
PESTON:0800148	148	ACARGITE	pesticide revocation date	2000-05-03^^xsd:date	
PESTON:0800149	149	ACARGITE F	pesticide issue date	1982-02-11^^xsd:date	
PESTON:0800150	150	ACARGITE F	pesticide revocation date	1997-07-11^^xsd:date	
PESTON:0800151	151	ACAR-GREEN	pesticide authorization expiry date	2006-10-11^^xsd:date	
PESTON:0800152	152	ACAR-GREEN	pesticide issue date	2001-10-11^^xsd:date	
PESTON:0800153	153	ACAR-GREEN	pesticide revocation date	2003-07-26^^xsd:date	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)
PESTON:0800154	154	ACARICIDA	pesticide authorization expiry date	2015-05-26^^xsd:date	
PESTON:0800155	155	ACARICIDA	pesticide issue date	2005-05-26^^xsd:date	
PESTON:0800156	156	ACARICIDA	pesticide revocation date	2009-03-30^^xsd:date	
PESTON:0800157	157	ACARICIDA 25 PROCIDA	pesticide issue date	1982-12-22^^xsd:date	
PESTON:0800158	158	ACARICIDA 25 PROCIDA	pesticide revocation date	2002-11-19^^xsd:date	
PESTON:0800159	159	ACARICIDA 8	pesticide issue date	1976-09-30^^xsd:date	
PESTON:0800160	160	ACARICIDA 8	pesticide revocation date	2004-07-30^^xsd:date	
PESTON:0800161	161	ACARICIDA H	pesticide issue date	1972-09-05^^xsd:date	
PESTON:0800162	162	ACARICIDA H	pesticide revocation date	2003-07-26^^xsd:date	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)
PESTON:0800163	163	ACARICIDA PROCIDA	pesticide issue date	1982-12-22^^xsd:date	
PESTON:0800164	164	ACARICIDA PROCIDA	pesticide revocation date	2002-11-19^^xsd:date	
PESTON:0800165	165	ACARICIDA RUMIANCA	pesticide issue date	1976-04-10^^xsd:date	
PESTON:0800166	166	ACARICIDA RUMIANCA	pesticide revocation decision date	2001-10-17^^xsd:date	
PESTON:0800167	167	ACARICIDA RUMIANCA	pesticide revocation date	2003-07-26^^xsd:date	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)
PESTON:0800168	168	ACARICIDA SPRAY	pesticide authorization expiry date	2011-12-31^^xsd:date	
PESTON:0800169	169	ACARICIDA SPRAY	pesticide issue date	2006-11-06^^xsd:date	
PESTON:0800170	170	ACARICIDA SPRAY	pesticide revocation date	2011-12-01^^xsd:date	
PESTON:0800171	171	ACARIDOIL 13SL	pesticide authorization expiry date	2021-08-31^^xsd:date	
PESTON:0800172	172	ACARIDOIL 13SL	pesticide issue date	2017-07-13^^xsd:date	
PESTON:0800173	173	ACARIE M	pesticide issue date	1983-02-23^^xsd:date	
PESTON:0800174	174	ACARIE M	pesticide revocation date	2015-02-26^^xsd:date	
PESTON:0800175	175	ACARIN	pesticide authorization expiry date	2010-03-29^^xsd:date	
PESTON:0800176	176	ACARIN	pesticide issue date	1972-08-04^^xsd:date	
PESTON:0800177	177	ACARIN	pesticide issue date	2000-03-29^^xsd:date	
PESTON:0800178	178	ACARIN	pesticide revocation date	2009-03-30^^xsd:date	
PESTON:0800179	179	ACARIN	pesticide revocation date	2009-03-30^^xsd:date	
PESTON:0800180	180	ACARION 6-E	pesticide issue date	1971-12-21^^xsd:date	
PESTON:0800181	181	ACARION 6-E	pesticide revocation date	1997-07-11^^xsd:date	
PESTON:0800182	182	ACARION EC	pesticide authorization expiry date	2002-06-26^^xsd:date	
PESTON:0800183	183	ACARION EC	pesticide issue date	1972-11-09^^xsd:date	
PESTON:0800184	184	ACARION EC	pesticide revocation date	2002-06-07^^xsd:date	
PESTON:0800185	185	ACARION EW	pesticide authorization expiry date	2011-12-31^^xsd:date	
PESTON:0800186	186	ACARION EW	pesticide issue date	1997-11-05^^xsd:date	
PESTON:0800187	187	ACARION EW	pesticide revocation date	2011-12-31^^xsd:date	
PESTON:0800188	188	ACARION WP	pesticide issue date	1971-11-09^^xsd:date	
PESTON:0800189	189	ACARION WP	pesticide revocation date	1990-04-07^^xsd:date	
PESTON:0800190	190	ACARISTOP 20 SC	pesticide issue date	1989-05-22^^xsd:date	
PESTON:0800191	191	ACARISTOP 20 SC	pesticide revocation date	2015-06-01^^xsd:date	
PESTON:0800192	192	ACARIT	pesticide authorization expiry date	2005-03-08^^xsd:date	
PESTON:0800193	193	ACARIT	pesticide issue date	1980-03-10^^xsd:date	
PESTON:0800194	194	ACARIT	pesticide issue date	2000-03-08^^xsd:date	
PESTON:0800195	195	ACARIT	pesticide revocation decision date	2003-07-25^^xsd:date	
PESTON:0800196	196	ACARIT	pesticide revocation date	1998-05-19^^xsd:date	
PESTON:0800197	197	ACARIT	pesticide revocation date	2003-07-26^^xsd:date	REVOCA REG. 2076/2002 (NO USI ESSENZIALI) INSERITO ANCHE IN LISTA C RICLASSIFICAZIONE
PESTON:0800198	198	ACARITION	pesticide authorization expiry date	2013-01-16^^xsd:date	
PESTON:0800199	199	ACARITION	pesticide issue date	2003-01-16^^xsd:date	
PESTON:0800200	200	ACARITION	pesticide revocation decision date	2003-01-16^^xsd:date	
PESTON:0800201	201	ACARITION	pesticide revocation date	2003-07-26^^xsd:date	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)
PESTON:0800202	202	ACARKIL	pesticide issue date	1981-09-26^^xsd:date	
PESTON:0800203	203	ACARKIL	pesticide revocation date	2003-07-26^^xsd:date	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)
PESTON:0800204	204	ACARKIL 16-15	pesticide issue date	1981-02-17^^xsd:date	
PESTON:0800205	205	ACARKIL 16-15	pesticide revocation date	2000-07-06^^xsd:date	
PESTON:0800206	206	ACARKIL CP	pesticide issue date	1976-12-13^^xsd:date	
PESTON:0800207	207	ACARKIL CP	pesticide revocation date	1994-03-16^^xsd:date	
PESTON:0800208	208	ACARKILL	pesticide authorization expiry date	2011-12-31^^xsd:date	
PESTON:0800209	209	ACARKILL	pesticide issue date	2002-01-08^^xsd:date	
PESTON:0800210	210	ACARKILL	pesticide revocation date	2011-12-01^^xsd:date	
PESTON:0800211	211	ACARKILL COMBI	pesticide authorization expiry date	2010-12-28^^xsd:date	
PESTON:0800212	212	ACARKILL COMBI	pesticide issue date	2005-12-28^^xsd:date	
PESTON:0800213	213	ACARKILL COMBI	pesticide revocation date	2009-03-30^^xsd:date	
PESTON:0800214	214	ACARMAG	pesticide authorization expiry date	2011-12-31^^xsd:date	
PESTON:0800215	215	ACARMAG	pesticide issue date	2006-08-28^^xsd:date	
PESTON:0800216	216	ACARMAG	pesticide revocation date	2011-12-01^^xsd:date	
PESTON:0800217	217	ACARMATE L	pesticide issue date	1973-11-16^^xsd:date	
PESTON:0800218	218	ACARMATE L	pesticide revocation decision date	2003-05-06^^xsd:date	
PESTON:0800219	219	ACARMATE L	pesticide revocation date	2003-07-26^^xsd:date	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)
PESTON:0800220	220	ACARMID	pesticide issue date	1971-06-17^^xsd:date	
PESTON:0800221	221	ACARMID	pesticide revocation date	2001-03-23^^xsd:date	
PESTON:0800222	222	ACARMID T	pesticide issue date	1971-07-28^^xsd:date	
PESTON:0800223	223	ACARMID T	pesticide revocation date	1978-07-12^^xsd:date	
PESTON:0800224	224	ACARNET EC	pesticide issue date	1982-05-21^^xsd:date	
PESTON:0800225	225	ACARNET EC	pesticide revocation date	2009-03-30^^xsd:date	
PESTON:0800226	226	ACAROL	pesticide issue date	1980-05-30^^xsd:date	
PESTON:0800227	227	ACAROL	pesticide revocation date	2003-07-26^^xsd:date	
PESTON:0800228	228	ACAROL NEW	pesticide authorization expiry date	2029-01-31^^xsd:date	
PESTON:0800229	229	ACAROL NEW	pesticide issue date	2010-12-29^^xsd:date	
PESTON:0800230	230	ACAROX	pesticide issue date	1986-07-08^^xsd:date	
PESTON:0800231	231	ACAROX	pesticide revocation date	2008-10-04^^xsd:date	
PESTON:0800232	232	ACARPLUS	pesticide authorization expiry date	2011-12-31^^xsd:date	
PESTON:0800233	233	ACARPLUS	pesticide issue date	2004-03-23^^xsd:date	
PESTON:0800234	234	ACARPLUS	pesticide revocation date	2011-12-01^^xsd:date	
PESTON:0800235	235	ACARSAN PB	pesticide issue date	1981-03-27^^xsd:date	
PESTON:0800236	236	ACARSAN PB	pesticide revocation date	2004-07-30^^xsd:date	
PESTON:0800237	237	ACARSIVAM 34 BIS	pesticide issue date	1972-09-15^^xsd:date	
PESTON:0800238	238	ACARSIVAM 34 BIS	pesticide revocation date	1991-07-25^^xsd:date	
PESTON:0800239	239	ACARSIVAM 34 S	pesticide issue date	1976-12-27^^xsd:date	
PESTON:0800240	240	ACARSIVAM 34 S	pesticide revocation date	1991-07-25^^xsd:date	
PESTON:0800241	241	ACARSIVAM K	pesticide issue date	1972-03-10^^xsd:date	
PESTON:0800242	242	ACARSIVAM K	pesticide revocation date	2004-07-30^^xsd:date	
PESTON:0800243	243	ACARSIVAM KT	pesticide issue date	1973-01-25^^xsd:date	
PESTON:0800244	244	ACARSIVAM KT	pesticide revocation date	2003-07-26^^xsd:date	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)
PESTON:0800245	245	ACARSTIN	pesticide issue date	1971-09-06^^xsd:date	
PESTON:0800246	246	ACARSTIN	pesticide revocation date	2008-10-04^^xsd:date	
PESTON:0800247	247	ACARSTIN 3	pesticide issue date	1974-11-12^^xsd:date	
PESTON:0800248	248	ACARSTIN 3	pesticide revocation decision date	2003-12-31^^xsd:date	
PESTON:0800249	249	ACARSTIN 3	pesticide revocation date	2004-07-30^^xsd:date	REVOCA LISTA C RICLASSIFICAZIONE
PESTON:0800250	250	ACARSTIN LS	pesticide issue date	1984-06-21^^xsd:date	
PESTON:0800251	251	ACARSTIN LS	pesticide revocation date	2008-10-04^^xsd:date	
PESTON:0800252	252	ACARSTOP CD	pesticide issue date	1987-04-16^^xsd:date	
PESTON:0800253	253	ACARSTOP CD	pesticide revocation decision date	2003-12-31^^xsd:date	
PESTON:0800254	254	ACARSTOP CD	pesticide revocation date	2004-07-30^^xsd:date	REVOCA LISTA C RICLASSIFICAZIONE
PESTON:0800255	255	ACARTAL	pesticide issue date	1993-06-15^^xsd:date	
PESTON:0800256	256	ACARTAL	pesticide revocation date	2009-01-01^^xsd:date	
PESTON:0800257	257	ACARTHANE EC	pesticide issue date	1971-07-21^^xsd:date	
PESTON:0800258	258	ACARTHANE EC	pesticide issue date	1981-04-09^^xsd:date	
PESTON:0800259	259	ACARTHANE EC	pesticide issue date	1981-10-01^^xsd:date	
PESTON:0800260	260	ACARTHANE EC	pesticide issue date	1988-05-25^^xsd:date	
PESTON:0800261	261	ACARTHANE EC	pesticide revocation date	1986-02-26^^xsd:date	
PESTON:0800262	262	ACARTHANE EC	pesticide revocation date	2004-07-30^^xsd:date	
PESTON:0800263	263	ACARTHANE EC	pesticide revocation date	1996-02-01^^xsd:date	
PESTON:0800264	264	ACARTHANE EC	pesticide revocation date	1997-06-11^^xsd:date	
PESTON:0800265	265	ACARTHANE F	pesticide issue date	1974-02-28^^xsd:date	
PESTON:0800266	266	ACARTHANE F	pesticide revocation date	1996-06-10^^xsd:date	
PESTON:0800267	267	ACARTHANE FORTE	pesticide issue date	1971-07-26^^xsd:date	
PESTON:0800268	268	ACARTHANE FORTE	pesticide revocation date	1986-02-26^^xsd:date	
PESTON:0800269	269	ACARTHANE WP	pesticide issue date	1972-11-09^^xsd:date	
PESTON:0800270	270	ACARTHANE WP	pesticide issue date	1971-06-18^^xsd:date	
PESTON:0800271	271	ACARTHANE WP	pesticide issue date	1971-07-26^^xsd:date	
PESTON:0800272	272	ACARTHANE WP	pesticide issue date	1972-01-15^^xsd:date	
PESTON:0800273	273	ACARTHANE WP	pesticide revocation date	1997-06-11^^xsd:date	
PESTON:0800274	274	ACARTHANE WP	pesticide revocation date	2004-07-30^^xsd:date	
PESTON:0800275	275	ACARTHANE WP	pesticide revocation date	1986-02-26^^xsd:date	
PESTON:0800276	276	ACARTHANE WP	pesticide revocation date	1996-02-01^^xsd:date	
PESTON:0800277	277	ACARTHANE WP 18	pesticide issue date	1981-10-08^^xsd:date	
PESTON:0800278	278	ACARTHANE WP 18	pesticide revocation date	1992-08-07^^xsd:date	REVOCA SU G.U. N. 247 DEL 20/10/92
PESTON:0800279	279	ACARTOX	pesticide authorization expiry date	2011-12-31^^xsd:date	
PESTON:0800280	280	ACARTOX	pesticide issue date	2002-05-09^^xsd:date	
PESTON:0800281	281	ACARTOX	pesticide revocation date	2011-12-01^^xsd:date	
PESTON:0800282	282	ACARUS	pesticide issue date	2006-10-16^^xsd:date	
PESTON:0800283	283	ACARUS	pesticide revocation date	2015-06-01^^xsd:date	
PESTON:0800284	284	ACARVAL	pesticide issue date	1983-03-30^^xsd:date	
PESTON:0800285	285	ACARVAL	pesticide revocation date	1996-12-30^^xsd:date	REVOCA PER MANCATO ADEMPIMENTO DM 258/90 E D.L.VO 194/95
PESTON:0800286	286	ACASTA	pesticide authorization expiry date	2021-07-31^^xsd:date	
PESTON:0800287	287	ACASTA	pesticide issue date	2012-07-05^^xsd:date	
PESTON:0800288	288	ACATION MT	pesticide issue date	1977-07-07^^xsd:date	
PESTON:0800289	289	ACATION MT	pesticide revocation date	1991-10-25^^xsd:date	
PESTON:0800290	290	ACATOX K	pesticide issue date	1979-11-20^^xsd:date	
PESTON:0800291	291	ACATOX K	pesticide revocation date	1997-11-17^^xsd:date	
PESTON:0800292	292	ACATOX KT	pesticide issue date	1980-09-16^^xsd:date	
PESTON:0800293	293	ACATOX KT	pesticide revocation date	1993-03-03^^xsd:date	
PESTON:0800294	294	ACATRAZ HF	pesticide issue date	1986-10-01^^xsd:date	
PESTON:0800295	295	ACATRAZ HF	pesticide revocation date	1998-05-19^^xsd:date	
PESTON:0800296	296	ACCEL	pesticide authorization expiry date	2014-06-30^^xsd:date	
PESTON:0800297	297	ACCEL	pesticide issue date	1995-05-22^^xsd:date	
PESTON:0800298	298	ACCEL	pesticide revocation date	2013-09-01^^xsd:date	
PESTON:0800299	299	ACCEL 40 SG	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0800300	300	ACCEL 40 SG	pesticide issue date	2009-11-27^^xsd:date	
PESTON:0800301	301	ACCENT	pesticide authorization expiry date	2018-12-31^^xsd:date	
PESTON:0800302	302	ACCENT	pesticide issue date	2009-05-15^^xsd:date	
PESTON:0800303	303	ACCENT	pesticide revocation date	2016-01-15^^xsd:date	
PESTON:0800304	304	ACCLAIM	pesticide authorization expiry date	2032-03-31^^xsd:date	
