ID	index	Product	CHEBI Label		CHEBI ID	Concentration
PESTON:0703857	3857	CHECKMATE PUFFER PTB	(E)-azobenzene	Active Ingredient	CHEBI:58996	3.60%
PESTON:0703860	3860	CHECKMATE SF-XL	(E)-azobenzene	Active Ingredient	CHEBI:58996	8.3
PESTON:0706727	6727	ECODIAN ANARSIA	(E)-azobenzene	Active Ingredient	CHEBI:58996	1.7 mg
PESTON:0706735	6735	ECODIAN COMBI	(E)-azobenzene	Active Ingredient	CHEBI:58996	0.70%
PESTON:0706747	6747	ECODIAN STAR	(E)-azobenzene	Active Ingredient	CHEBI:58996	1.00%
PESTON:0710247	10247	ISOMATE A/OFM	(E)-azobenzene	Active Ingredient	CHEBI:58996	92.2 mg
PESTON:0710303	10303	ISONET A	(E)-azobenzene	Active Ingredient	CHEBI:58996	5.5 mg
PESTON:0710305	10305	ISONET A TT	(E)-azobenzene	Active Ingredient	CHEBI:58996	26
PESTON:0713365	13365	NOMATE PTB SPIRALE	(E)-azobenzene	Active Ingredient	CHEBI:58996	1.6
PESTON:0703823	3823	CHARAN OFM	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	0.3
PESTON:0703837	3837	CHECKMATE OFM	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	0.1
PESTON:0703840	3840	CHECKMATE OFM-F	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	0.3
PESTON:0703855	3855	CHECKMATE PUFFER OFM	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	0.10%
PESTON:0703969	3969	CIDETRAK OFM	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	
PESTON:0706731	6731	ECODIAN CIDIA	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	0.1 mg
PESTON:0707577	7577	EXOSEX OFM	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	
PESTON:0710289	10289	ISOMATE C PLUS	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	117.0 mg
PESTON:0710292	10292	ISOMATE C TT	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	234.0 mg
PESTON:0710994	10994	LENA MATE C	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	
PESTON:0714351	14351	PHOENIMATE C+	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	0
PESTON:0714356	14356	PHOENIMATE OFM	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	0
PESTON:0717672	17672	SIRENE CM	(E,E,E)-Sylvatine	Active Ingredient	CHEBI:175891	6
PESTON:0715625	15625	RAK 5+6	(E,Z)-2,4-Dodecadiene	Active Ingredient	CHEBI:88608	210.0 mg
PESTON:0715626	15626	RAK 5+6	(E,Z)-alpha-farnesene	Active Ingredient	CHEBI:39240	25.0 mg
PESTON:0706616	6616	DU-DUSIT G	(R)-bromacil	Active Ingredient	CHEBI:83659	2
PESTON:0704553	4553	CORASIL	(R)-dichlorprop	Active Ingredient	CHEBI:75373	2.7
PESTON:0719710	19710	TRIBUNIL COMBI	(R)-dichlorprop	Active Ingredient	CHEBI:75373	
PESTON:0703863	3863	CHECKMATE SUTERRA VMB	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	150.0 mg
PESTON:0703864	3864	CHECKMATE VMB	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	150.0 mg
PESTON:0703865	3865	CHECKMATE VMB 2019	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	11.79
PESTON:0703866	3866	CHECKMATE VMB 2020	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	150.0 mg/kg
PESTON:0703867	3867	CHECKMATE VMB-PRO	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	11.8
PESTON:0703868	3868	CHECKMATE VMB-XL	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	150.0 mg/kg
PESTON:0710317	10317	ISONET PF 2016	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	960 g/kgg
PESTON:0710318	10318	ISONET PF 2017	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	960 g/kgg
PESTON:0710319	10319	ISONET PF 2018	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	960.0 g
PESTON:0710320	10320	ISONET PF 2019	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	960 g/kgg
PESTON:0710321	10321	ISONET PF 2020	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	960 g/kgg
PESTON:0718488	18488	SUTERRA CHECKMATE VMB	(R)-lavandulyl diphosphate	Active Ingredient	CHEBI:50280	150.0 mg
PESTON:0711541	11541	MALATOIL	(R)-malathion	Active Ingredient	CHEBI:141475	3.3
PESTON:0702870	2870	BLESAL TOP	(R)-mecoprop	Active Ingredient	CHEBI:75703	52.6
PESTON:0706664	6664	DUPLOSAN KV	(R)-mecoprop	Active Ingredient	CHEBI:75703	52.6
PESTON:0710073	10073	IMAGE GOLD	(R)-mecoprop	Active Ingredient	CHEBI:75703	12
PESTON:0711952	11952	MECOSIP	(R)-mecoprop	Active Ingredient	CHEBI:75703	21
PESTON:0719716	19716	TRIBUNIL MP	(R)-mecoprop	Active Ingredient	CHEBI:75703	
PESTON:0710055	10055	IKEBANA TRIPLE ACCION	(R)-tebuconazole	Active Ingredient	CHEBI:83781	0
PESTON:0710890	10890	LALSTOP K61 WP	(R,S,S,S)-nebivolol	Active Ingredient	CHEBI:64020	33
PESTON:0715594	15594	RAFT	(Rp)-cAMPS	Active Ingredient	CHEBI:84622	35.4
PESTON:0707555	7555	EXCELERO	(S)-2-trans-abscisic acid D-glucopyranosyl ester	Active Ingredient	CHEBI:62438	10
PESTON:0715270	15270	PROTONE SL	(S)-2-trans-abscisic acid D-glucopyranosyl ester	Active Ingredient	CHEBI:62438	10
PESTON:0715271	15271	PROTONE VBC	(S)-2-trans-abscisic acid D-glucopyranosyl ester	Active Ingredient	CHEBI:62438	10
PESTON:0701728	1728	ATROP 240	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.2
PESTON:0701780	1780	AVENOX 240	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.2
PESTON:0701829	1829	AXIAL	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	2.4
PESTON:0701831	1831	AXIAL PRONTO	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	1.3
PESTON:0701833	1833	AXIAL PRONTO 60	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	1.6
PESTON:0703155	3155	BROADWAY	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.8
PESTON:0703686	3686	CELIO	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.1
PESTON:0703688	3688	CELIO 80 EC	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	8.1
PESTON:0703954	3954	CICLOPE	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	9.8
PESTON:0704317	4317	COLIAFLIX	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	14.2
PESTON:0704569	4569	CORELLO	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	14.2
PESTON:0708162	8162	FLORAMIX	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	14.2
PESTON:0709726	9726	GRIMS 10	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	9.4
PESTON:0709729	9729	GRIMS DUO	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	23.5
PESTON:0709813	9813	HAWK	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.1
PESTON:0711503	11503	MAKURI	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	8
PESTON:0711505	11505	MAKURI MAX	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.2
PESTON:0713027	13027	NAGANO 200 OD	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	9.7
PESTON:0713672	13672	ORIONIDE 9,5 EC	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	9.9
PESTON:0714011	14011	PALIO	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	75
PESTON:0714543	14543	PIXXARO	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	1.2
PESTON:0715890	15890	RAVENAS	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.1
PESTON:0716277	16277	RODAL 240	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.2
PESTON:0718666	18666	TARCAN	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.2
PESTON:0718793	18793	TEKKEN	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	1.2
PESTON:0719122	19122	THIRAS	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.2
PESTON:0719194	19194	TIMELINE TRIO	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	0.7
PESTON:0719483	19483	TOPIK	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.3
PESTON:0719485	19485	TOPIK 240 EC	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.8
PESTON:0719487	19487	TOPIK 80 EC	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	8.1
PESTON:0719596	19596	TRACE	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	80.8
PESTON:0719598	19598	TRACE 240	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.2
PESTON:0719636	19636	TRAXOS	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	2.4
PESTON:0719639	19639	TRAXOS PRONTO	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	0.6
PESTON:0720356	20356	VERDE CLODINAFOP	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.3
PESTON:0720550	20550	VIP	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	22.1
PESTON:0720552	20552	VIP 80 EC	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	8.1
PESTON:0721508	21508	ZYPAR	(S)-cloquintocet-mexyl	Active Ingredient	CHEBI:143154	0.5
PESTON:0701183	1183	ANTIDROP	(S)-dichlorprop(1-)	Active Ingredient	CHEBI:75287	3
PESTON:0707728	7728	FEDIUM D	(S)-fenarimol	Active Ingredient	CHEBI:83689	
PESTON:0707752	7752	FENADIN	(S)-fenarimol	Active Ingredient	CHEBI:83689	4
PESTON:0707754	7754	FENADIN S	(S)-fenarimol	Active Ingredient	CHEBI:83689	2
PESTON:0709745	9745	GUANIDOL F	(S)-fenarimol	Active Ingredient	CHEBI:83689	4
PESTON:0709747	9747	GUANIDOL FD	(S)-fenarimol	Active Ingredient	CHEBI:83689	4
PESTON:0716482	16482	RUBIGAN BLEND	(S)-fenarimol	Active Ingredient	CHEBI:83689	4
PESTON:0716516	16516	RUMIDIN BLEND	(S)-fenarimol	Active Ingredient	CHEBI:83689	4
PESTON:0710098	10098	IMPACT RAME	(S)-flutriafol	Active Ingredient	CHEBI:83709	1
PESTON:0702847	2847	BLEDOR	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	40
PESTON:0702861	2861	BLENET	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	3
PESTON:0709536	9536	GRALIT MAX	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	2.9
PESTON:0709538	9538	GRALIT MAX EW	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	1
PESTON:0709683	9683	GREENEX	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	1.8
PESTON:0709685	9685	GREENEX NF	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	1.8
PESTON:0711195	11195	LISTEN S	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	40
PESTON:0715186	15186	PROPER ENERGY	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	30
PESTON:0715188	15188	PROPER ENERGY 120 EC	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	33.0 g/l
PESTON:0715190	15190	PROPER ENERGY 75 EW	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	75.0 g/l
PESTON:0715192	15192	PROPER ENERGY EW	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	15.0 g/l
PESTON:0715194	15194	PROPER ENERGY SH	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	2.8
PESTON:0715632	15632	RALON SUPER	(S)-mefenpyr-diethyl	Active Ingredient	CHEBI:133785	7.1
PESTON:0703383	3383	CAMIX	(S)-metolachlor	Active Ingredient	CHEBI:83647	5.6
PESTON:0704096	4096	CLARIDO	(S)-metolachlor	Active Ingredient	CHEBI:83647	5.6
PESTON:0709003	9003	GARDOPRIM GOLD	(S)-metolachlor	Active Ingredient	CHEBI:83647	28.9
PESTON:0711043	11043	LEXAR	(S)-metolachlor	Active Ingredient	CHEBI:83647	16.9
PESTON:0711353	11353	LUMAX	(S)-metolachlor	Active Ingredient	CHEBI:83647	16.9
PESTON:0711808	11808	MARKER DUO	(S)-metolachlor	Active Ingredient	CHEBI:83647	5.6
PESTON:0714999	14999	PRIMAGRAM GOLD	(S)-metolachlor	Active Ingredient	CHEBI:83647	28.9
PESTON:0715016	15016	PRIMEXTRA GOLD	(S)-metolachlor	Active Ingredient	CHEBI:83647	28.9
PESTON:0701196	1196	ANTIGRAM GOLD	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	86.5
PESTON:0703382	3382	CAMIX	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	46.5
PESTON:0704095	4095	CLARIDO	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	46.5
PESTON:0706589	6589	DUAL GOLD	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	86.5
PESTON:0706824	6824	EFICA 960 EC	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	86.5
PESTON:0709002	9002	GARDOPRIM GOLD	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	17.4
PESTON:0710977	10977	LECAR GOLD	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	86.5
PESTON:0711044	11044	LEXAR	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	28.2
PESTON:0711354	11354	LUMAX	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	28.2
PESTON:0711807	11807	MARKER DUO	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	46.5
PESTON:0714998	14998	PRIMAGRAM GOLD	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	17.4
PESTON:0715015	15015	PRIMEXTRA GOLD	(S)-metolachlor OXA	Active Ingredient	CHEBI:83655	17.4
PESTON:0715009	15009	PRIMATOL 3588	(S)-secbumeton	Active Ingredient	CHEBI:83788	24
PESTON:0708816	8816	FUNGILON D+BAYLETON	(S)-triadimefon	Active Ingredient	CHEBI:84004	
PESTON:0711863	11863	MATACAR COMBI	(S,S)-hexythiazox	Active Ingredient	CHEBI:39328	20
PESTON:0700351	351	ADIVENIR DUO	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	0.00%
PESTON:0703847	3847	CHECKMATE PUFFER FRUIT MULTI	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	
PESTON:0703859	3859	CHECKMATE SF-XL	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	0.8
PESTON:0706734	6734	ECODIAN COMBI	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	0.10%
PESTON:0706746	6746	ECODIAN STAR	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	0.00%
PESTON:0710246	10246	ISOMATE A/OFM	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	10.7 mg
PESTON:0710251	10251	ISOMATE C LR	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	6.0 mg
PESTON:0710256	10256	ISOMATE C LR MAX	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	57
PESTON:0710261	10261	ISOMATE C LR MAX 2015	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	57
PESTON:0710266	10266	ISOMATE C LR MAX 2016	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	57
PESTON:0710271	10271	ISOMATE C LR MAX TT	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	5.70%
PESTON:0710285	10285	ISOMATE C LR PLUS	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	6
PESTON:0710295	10295	ISOMATE C/OFM	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	29.8 mg
PESTON:0715623	15623	RAK 3+4	(Z)-4-Hexenal	Active Ingredient	CHEBI:173333	140.0 mg
PESTON:0700350	350	ADIVENIR DUO	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	0.70%
PESTON:0703846	3846	CHECKMATE PUFFER FRUIT MULTI	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	
PESTON:0703858	3858	CHECKMATE SF-XL	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	11.9
PESTON:0706733	6733	ECODIAN COMBI	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	0.70%
PESTON:0706745	6745	ECODIAN STAR	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	0.70%
PESTON:0710245	10245	ISOMATE A/OFM	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	164.8 mg
PESTON:0710250	10250	ISOMATE C LR	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	41.5 mg
PESTON:0710255	10255	ISOMATE C LR MAX	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	385 g/kgg
PESTON:0710260	10260	ISOMATE C LR MAX 2015	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	385 g/kgg
PESTON:0710265	10265	ISOMATE C LR MAX 2016	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	385 g/kgg
PESTON:0710270	10270	ISOMATE C LR MAX TT	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	38.50%
PESTON:0710284	10284	ISOMATE C LR PLUS	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	39
PESTON:0710291	10291	ISOMATE C PLUS	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	116.0 mg
PESTON:0710294	10294	ISOMATE C TT	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	234.0 mg
PESTON:0710996	10996	LENA MATE C	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	
PESTON:0714353	14353	PHOENIMATE C+	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	0
PESTON:0715622	15622	RAK 3+4	(Z)-Tamarindienal	Active Ingredient	CHEBI:178341	160.0 mg
PESTON:0703089	3089	BOX T PRO PRESS	(Z,Z)-alpha-farnesene	Active Ingredient	CHEBI:39239	70
PESTON:0704741	4741	CRYPTOTEC	(Z,Z)-alpha-farnesene	Active Ingredient	CHEBI:39239	165.0 mg/kg
PESTON:0704742	4742	CRYPTOTEC	(Z,Z,Z)-geranylgeraniol	Active Ingredient	CHEBI:18822	165.0 mg/kg
PESTON:0700495	495	AGER RISINA	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0700601	601	AGROCIDE INODORO GRANULARE	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	3
PESTON:0700613	613	AGROFID P	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0702093	2093	BASDRIN	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	3
PESTON:0702336	2336	BELGRANO HBC	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0703752	3752	CERECONS 0,5 P	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0703755	3755	CEREGAMMA P	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0703895	3895	CHENDAL G	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	3
PESTON:0704170	4170	CLORESENE	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0704171	4171	CLORESENE 25	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0704172	4172	CLORESENE GRANULARE	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	3
PESTON:0705229	5229	CYANALIN 1 PS	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0705230	5230	CYANALIN 15 PB	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0705730	5730	DERROSAN	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0706327	6327	DISINFESTANTE GAMMEXANE	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0707320	7320	ESACLOR CAFFARO 20%	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0707333	7333	ESCA REGINA	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	0
PESTON:0707341	7341	ESCARISINA	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0707375	7375	ETAN 3 G	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	3
PESTON:0708053	8053	FITOGAMMA 20 GRANULI	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0708054	8054	FITOGAMMA CEREALI	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0708055	8055	FITOGAMMA INODORO G 3	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	3
PESTON:0708057	8057	FITOGRANO	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0708642	8642	FRUIGAMMA	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0708653	8653	FRUMENTIR	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0708957	8957	GAMACTIF 90	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0708960	8960	GAMMA SEME BAYER	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0708961	8961	GAMMA TECNITERRA INODORO	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0708962	8962	GAMMADIT	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0708963	8963	GAMMAGRO G NORMALE	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	2
PESTON:0708966	8966	GAMMATRE	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	3
PESTON:0709127	9127	GEOSAN	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0709145	9145	GEOTEX	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0709724	9724	GRILTOX	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0710300	10300	ISOMER	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	3
PESTON:0710875	10875	LABIOSEED	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	
PESTON:0711064	11064	LIG	_-hexachlorocyclohexane	Active Ingredient	CHEBI:32888	3
